"","A1","A2","A6","P1","P2","P6"
"SteCoe_31186",217,247,84,249,209,263
"SteCoe_31187",467.204301075269,647.051612903226,226.630434782609,916.740384615385,1002.56241699867,543.984375
"SteCoe_31188",523,971,623,666,1016,847
"SteCoe_31189",68.2838734803726,84.8032934235938,8.66153756240544,61.0690515527594,115.702654770193,0
"SteCoe_3119",209,212,30,258,227,56
"SteCoe_31190",2245,2107,701,3022,2563,1236
"SteCoe_31191",226.670320210705,213.942168674699,46.2244897959184,378.580152671756,262.949404815916,77.948717948718
"SteCoe_31192",203.021491782554,179,45,233,195,17
"SteCoe_31193",721.813540197461,985.42130025663,358.16592920354,802.781295664881,1031.85101114321,644.677574590953
"SteCoe_31194",69,104,37,138,135,20
"SteCoe_31195",123,227,37,174,171,77
"SteCoe_31196",107,147,114,212,159,103
"SteCoe_31197",72,75,74,85,75,107
"SteCoe_31198",428,653,163,421.995249406176,536.992551210428,342
"SteCoe_31199",1758.74192193824,2085.5813920724,549.861749799919,1809.65064990947,1963.54857898336,518.137310751458
"SteCoe_312",25,18,11,40,29,48
"SteCoe_3120",109,155,68,145,123,93
"SteCoe_31200",522,806,269,583,846,548
"SteCoe_31201",98,196,52,210,205,91
"SteCoe_31202",0,4,0,0,0,1
"SteCoe_31203",67.8707878626387,27.7789614642115,24,48.6899532747975,50.5418289087071,64
"SteCoe_31204",388,501,308,378,458,309
"SteCoe_31205",183,165,60,237,167,64
"SteCoe_31206",3,1,0,2,5,2
"SteCoe_31207",0,0,0,0,0,0
"SteCoe_31208",312,372,57,333,456,120
"SteCoe_31209",489,597,109,554,690,74
"SteCoe_3121",188,142,40,148,247,64
"SteCoe_31210",542.36888809723,640,424.55307714173,609.03176299919,677.003856052801,639.620849196426
"SteCoe_31211",368,555,349,842,815,1005
"SteCoe_31212",0,0,0,0,0,0
"SteCoe_31213",61,30.0779156495006,60,41,48,48
"SteCoe_31215",16,21,31,19,50,54
"SteCoe_31216",54,93,31,77,93,54
"SteCoe_31217",232,403,110,493,389,213
"SteCoe_31218",62.7890655239033,64.3888709146119,38.6865949609851,108.704509704182,112.27516872754,81.3515385869726
"SteCoe_31219",155,163,83,268,214,134
"SteCoe_3122",217,260,112,281,384,229
"SteCoe_31220",212.69161224725,203.664787342988,38.6695451837035,456.11075139824,200.852576700873,130.344813983531
"SteCoe_31221",92,129,58,181,204,121
"SteCoe_31222",0,0,0,0,0,0
"SteCoe_31223",0,0,0,0,0,0
"SteCoe_31224",511,602,230,632,647,300
"SteCoe_31225",149,273,88,305,359,255
"SteCoe_31226",35,31,7,17,54,2
"SteCoe_31227",2111,2749,686,2206,2468,1079
"SteCoe_31228",6582,9516,3680,7700,8224,5496
"SteCoe_31229",0,0,0,0,0,0
"SteCoe_3123",44,113,19,71,91,80
"SteCoe_31230",94,163,30,157,165,40
"SteCoe_31231",1679,2368,237,1937,2313,553
"SteCoe_31232",403,466,83,388,398,91
"SteCoe_31233",1130,1837,659,2212,2423,1582
"SteCoe_31236",200,281,120,328,313,157
"SteCoe_31237",355.01582249376,374.067640214923,82.4776904556925,354.676232879132,479.280695507057,34.0415524777913
"SteCoe_31238",0,0,0,0,0,0
"SteCoe_31239",149,224,64,252,237,189
"SteCoe_3124",238,289,73,197,271,124
"SteCoe_31240",0,0,0,0,0,0
"SteCoe_31241",0,2,2,3,1,0
"SteCoe_31242",641,966,261,1092,910,675
"SteCoe_31243",1084,1335,1494,1306,1477,1486
"SteCoe_31244",159,181,37,314,209,62
"SteCoe_31245",116,111,105,224,174,127
"SteCoe_31246",4291,6404,1063,6298,7908,1300
"SteCoe_31247",1481,1883,612,1910,2261,1203
"SteCoe_31248",44,23,12,33,28,5
"SteCoe_31249",50,81,23,90,98,55
"SteCoe_3125",190,161,37,156,171,107
"SteCoe_31250",306,483,115,605,581,121
"SteCoe_31251",0,0,0,0,0,1.03491723912144
"SteCoe_31252",456.555230817378,483.709399806264,130.807464354786,599.177717337536,704.548103265479,165.282365172301
"SteCoe_31253",0,0,0,0,0,0
"SteCoe_31254",0,0,0,0,0,0
"SteCoe_31255",0,0,0,0,1,0
"SteCoe_31256",32,40,11,43,69,10
"SteCoe_31257",1901,2884,485,2705,3453,865
"SteCoe_31258",71,63,37,48,59,5
"SteCoe_31259",1530.90735791912,1539.37714470702,1592.53346234478,1520.42769019877,1515.17890433361,1405.76996899454
"SteCoe_3126",0,0,0,1,0,0
"SteCoe_31260",462,614,138,578,740,226
"SteCoe_31261",1450.84498834499,1715.55555555556,589.746803069054,1683.76725025747,1672.68617558022,530.413708690331
"SteCoe_31262",70,139,93,145,133,254
"SteCoe_31263",0,0,0,0,0,0
"SteCoe_31264",0,2,0,0,0,0
"SteCoe_31265",58,65,24,45,86,64
"SteCoe_31266",573.656370656371,738.553638409602,241.825059101655,1217.58792270531,836.609773887673,379
"SteCoe_31267",2169,2757,568,2762,3077,1194
"SteCoe_31268",178,327,83,343,357,199
"SteCoe_31269",19,22,10,51.101593625498,75,61
"SteCoe_3127",89,190,38,156,170,54
"SteCoe_31270",228,232,88,287,278,134
"SteCoe_31271",1410,1932,527,1801,2058,864
"SteCoe_31273",6,38,1,11,17,4
"SteCoe_31274",35779,41962,12787,43391,43954,17994
"SteCoe_31275",107,45,13,174,64,45
"SteCoe_31276",20,6,0,22,4,10
"SteCoe_31277",348,469,212,416,440,279
"SteCoe_31278",81,101,9,75,128,36
"SteCoe_31279",607.042654028436,535.293829578844,236.241106719368,916.233125897559,675.609738884968,382.170074349442
"SteCoe_3128",59,105,3,65,81,69
"SteCoe_31280",1174,1364,437,1354,1366,683
"SteCoe_31281",119.964672374512,102.479348825291,3,86.0609610704092,72.320456076969,27
"SteCoe_31284",488,526,139,674,563,340
"SteCoe_31286",5,10,1,7,1,3
"SteCoe_31287",140.151504864718,200.255320827161,60.6706205168258,233.128961800795,211.228943931151,123
"SteCoe_31288",116,103,50,146.768292682927,182,100
"SteCoe_31289",138,102,8,127,110,23
"SteCoe_3129",259,403,75,328,354,270
"SteCoe_31290",20,38,6,15,22,26
"SteCoe_31291",938.859109961632,1155.35389426256,471.634289413733,1111.17916200226,1133.44378938835,347.125511093194
"SteCoe_31292",0,0,0,0,0,0
"SteCoe_31295",138,96,74,225,202,83
"SteCoe_31296",5,0,0,0,6,0
"SteCoe_31297",40,75,30,71,97,109
"SteCoe_31298",224,225,64,306,365,81
"SteCoe_31299",276,381,73,409,323,81
"SteCoe_313",144,181,50,128,133,66
"SteCoe_3130",12,1,6,3,12,0
"SteCoe_31300",4109.29227879617,5152.55599854027,1017.71795838133,4505.11036929154,5212.75770290011,1320
"SteCoe_31301",1158,1023,185,1164,1209,410
"SteCoe_31302",1999.59207753898,2771.79639175258,1183.29545454545,4249.20696287748,4988.54111576911,2681.27090909091
"SteCoe_31304",6.35897435897436,0,0,0,2.71910112359551,0
"SteCoe_31305",54,79.6844488611938,19.5569257632496,85.9064064777163,116.465867022214,6.31857396113615
"SteCoe_31306",28,52,3,33,75,23
"SteCoe_31307",260,281,46,241,221,132
"SteCoe_31308",27,66,13,68,101,34
"SteCoe_31309",78,112,26,86,123,41
"SteCoe_3131",74,128,41,161,197,112
"SteCoe_31310",5200.91791703442,5413,1186,5927,6404.4552253116,1474
"SteCoe_31311",155,164,100,215,222,194
"SteCoe_31314",0,0,0,0,0,0
"SteCoe_31315",0,0,0,0,0,0
"SteCoe_31316",0,0,0,0,0,0
"SteCoe_31317",34,18,3,35,27,5
"SteCoe_31318",383,468,225,681,537,173
"SteCoe_31319",345,484,119,612,538,307
"SteCoe_3132",578,697,304,735,738,374
"SteCoe_31320",13,24.1014536762219,10,47,24.0780721725669,16
"SteCoe_31321",1129,1444,822,1493,1742,1524
"SteCoe_31322",7900,10620,3650,8412,10189,5862
"SteCoe_31323",29,74,31,52,62,30
"SteCoe_31324",219,267,128,324,324,228
"SteCoe_31325",0,1,0,1,2,1
"SteCoe_31326",274,309,96,428,390,127
"SteCoe_31327",676,757,132,1088,994,314
"SteCoe_31329",1229,1500,479,2158,2210,645
"SteCoe_3133",55,55,21,66,53,85
"SteCoe_31330",59,48,9,54,47,21
"SteCoe_31331",302,436,89,425,454,242
"SteCoe_31332",84,17,35,53,59,3
"SteCoe_31333",63,121,34,118,169,75
"SteCoe_31334",4,0,3,1,5,4
"SteCoe_31335",1,1,0,5,1,1
"SteCoe_31336",1371,1622,396,2268,2224,755
"SteCoe_31337",885,1024,228,1470,1388,387
"SteCoe_31338",8322,9537,5760,10145,9960,8818
"SteCoe_31339",263,275,49,330,311.328405491024,58
"SteCoe_3134",278,303,110,272,409,94
"SteCoe_31340",0,0,0,0,0,0
"SteCoe_31341",122,160,35,200,183,42
"SteCoe_31342",54.7883211678832,111.811764705882,14,104.724035608309,63.6028708133971,67
"SteCoe_31343",2484,2922,403,2952,3442,472
"SteCoe_31345",1870,1854,939,2872,2323,1396
"SteCoe_31346",0,0,0,0,0,0
"SteCoe_31347",0,0,0,0,0,0
"SteCoe_31348",0,0,0,0,0,0
"SteCoe_31349",93,87,57,90,111,79
"SteCoe_3135",0,0,0,0,0,0
"SteCoe_31350",0,0,0,0,0,0
"SteCoe_31351",810.755458515284,988.630352644836,91.8437900128041,1378.64666666667,1362.70361207323,163
"SteCoe_31353",0,0,0,0,0,0
"SteCoe_31354",287,583,112,483,886,239
"SteCoe_31355",335,359.47971260077,158,619,389,230
"SteCoe_31356",7,3,4,1,8,13
"SteCoe_31357",453.3716733603,502.769344582004,141.761900643324,475.073794880297,690.628631261867,303
"SteCoe_31358",944,1291,1043,1809,1586,2769
"SteCoe_31359",240,389,85,462,470,240
"SteCoe_3136",642,786,508,677,875,900
"SteCoe_31360",53037,60137,14409,56172,61317,26523
"SteCoe_31361",0,0,0,0,0,0
"SteCoe_31362",1637,1857,553,1693,1903,778
"SteCoe_31363",350,301,159,558,459,275
"SteCoe_31364",0,0,0,0,0,0
"SteCoe_31365",36,91,28,76,112,57
"SteCoe_31366",6,2,0,4,6,9
"SteCoe_31367",0,0,0,0,0,0
"SteCoe_31368",0,0,0,0,1,0
"SteCoe_31369",270,421,114,466,590,208
"SteCoe_3137",161,157,51,244,195,109
"SteCoe_31370",1182,1819,312,2271,2408,531
"SteCoe_31371",276.065420560748,241.376673040153,71.0144927536232,405.908200734394,321.495436766623,135
"SteCoe_31372",1,0,0,0,0,0
"SteCoe_31373",392,645,193,588,650,246
"SteCoe_31374",1,0,1,0,0,1
"SteCoe_31375",1,2.04,1,2,0,0
"SteCoe_31376",0,0,0,0,0,0
"SteCoe_31377",18,43,7,25,28,10
"SteCoe_31378",94,149,61,116,133,46
"SteCoe_31379",17557,19971,8639,19777,18048,14957
"SteCoe_3138",234,275,256,240,312,434
"SteCoe_31380",23,38,30,32,54,28
"SteCoe_31381",0,0,0,0,0,0
"SteCoe_31382",0,0,0,0,0,0
"SteCoe_31383",0,0,0,0,0,0
"SteCoe_31385",721,995,233,941,1114,505
"SteCoe_31386",80,128,104,143,220,232
"SteCoe_31387",2655.95942438224,3202.90455929759,814.897312126416,2957.8089815492,3269.7982954077,1256
"SteCoe_31388",65,105,58,116,137,167
"SteCoe_31389",254.560975609756,321.082317073171,198.80487804878,341.80487804878,330.882506527415,183.706293706294
"SteCoe_3139",5846,7104,1892,6533,7074,2630
"SteCoe_31390",1415,1580,1034,2850,2262,1779
"SteCoe_31391",332.322935779817,348.756972111554,96.2990654205608,277.842560553633,382.754270696452,136.875
"SteCoe_31392",371.305803571429,443.362095531587,145.053191489362,507.389261744966,580.288515406162,171.772020725389
"SteCoe_31393",12,18,9,25,8,3
"SteCoe_31394",18.3515773147132,21.2632762743815,24.0772661142628,12.1134458037864,51.9788653108757,33.1632551378695
"SteCoe_31395",137.071428571429,165.354330708661,91.4352941176471,199.814371257485,179.8,157.928571428571
"SteCoe_31396",0,0,0,0,0,0
"SteCoe_31397",1669,2032,2090.78138766611,2020,2115.16473829201,2402
"SteCoe_31398",986.062893081761,979.89010989011,272.845394736842,1129.4440380395,1222.55810510733,254
"SteCoe_31399",914.51250820993,1138.00353615335,157.144387204724,1193.8245988784,1247.68392227704,238.939822653971
"SteCoe_314",44,32,17,48,51,21
"SteCoe_3140",1402,597,343,2198,1268,426
"SteCoe_31400",115,191,101,185,242,320
"SteCoe_31401",193,170,105,239,214,134
"SteCoe_31402",766,794,114,934,1005,312
"SteCoe_31403",1170,1041,259,1502,1360,376
"SteCoe_31405",0,0,0,0,0,0
"SteCoe_31406",154,266,50,192,270,154
"SteCoe_31408",121,156,95,124,176,166
"SteCoe_31409",478.311156968246,462.253358218209,116,472.226094521552,721,205
"SteCoe_3141",0,0,0,0,0,0
"SteCoe_31410",278.180080855684,376,4,472,519,10
"SteCoe_31412",21,5,8,25,21,1
"SteCoe_31413",23,6,3,18,27,20
"SteCoe_31414",4,1,0,1,2,0
"SteCoe_31415",0,0,0,0,0,0
"SteCoe_31416",2,2,6,1,6,5
"SteCoe_31417",127,159,68,259,219,168
"SteCoe_31418",62.4480224364684,47,34,142.103233628384,80.764138932831,32
"SteCoe_31419",21,3,0,27,10,0
"SteCoe_3142",339.522522522523,414.651015228426,94,558,529.155419222904,91
"SteCoe_31420",0,0,0,0,0,0
"SteCoe_31422",90,99,16,219,123,60
"SteCoe_31423",0,0,0,0,0,1
"SteCoe_31424",0,0,0,0,0,0
"SteCoe_31425",0,0,0,0,0,0
"SteCoe_31426",0,0,0,0,0,0
"SteCoe_31427",0,0,0,0,0,0
"SteCoe_31428",624,1076,273,987,1236,401
"SteCoe_31429",0,0,0,0,0,0
"SteCoe_3143",430,327,129,719,406,169
"SteCoe_31432",173,240,51,392,353,171
"SteCoe_31433",1922,2945,933,2393,2875,1431
"SteCoe_31434",0,0,0,0,0,0
"SteCoe_31435",2,11,1,12,19,17
"SteCoe_31436",3,11,0,5,11,11
"SteCoe_31437",66,73,29,142,59,32
"SteCoe_31438",73.071298460708,56,5.88627099324681,91.2954713691389,105.747960938943,9.80687910920293
"SteCoe_31439",34.5289070924211,32.4012824555843,42.6957988646849,33.6751034794007,65.3301717392332,57.9848629179033
"SteCoe_3144",232,322,110,499,468,216
"SteCoe_31440",0,0,0,0,0,0
"SteCoe_31441",0,0,0,0,0,0
"SteCoe_31442",2785,3326,1242,3315,3585,2918
"SteCoe_31444",0,0,0,0,0,0
"SteCoe_31445",3487,3930,744,3962,3704,883
"SteCoe_31446",0,2,0,7,1,0
"SteCoe_31447",58,135,76,95,130,105
"SteCoe_31448",218,326,83,362,389,195
"SteCoe_31449",15401,19448,8058,16858,18307,11017
"SteCoe_3145",111,115,56,177,141,172
"SteCoe_31450",18,35,9,47,43,2
"SteCoe_31451",174,343,50,244,276,152
"SteCoe_31452",1862.8222402077,2191.97118236711,891.037191531319,2067.30797631303,2642.81732959716,839.042231246361
"SteCoe_31453",4797,6520,1183,5038,6357,2238
"SteCoe_31454",460,499,106,574,483,247
"SteCoe_31455",1504,1579,200,1582,1291,407
"SteCoe_31456",10512.3083455345,13754.9764910753,3300.63272599259,11779.582955958,13272.5592699951,4304.87597372843
"SteCoe_31457",51,35,9,23,28,23
"SteCoe_3146",53,21,14,34,28,42
"SteCoe_31460",18802.7184350286,20793.358767017,3615.14105319721,20281.5433060273,22999.7520608506,5244.37612644908
"SteCoe_31461",1188.08835734538,1355.97933874684,287.08919842209,1218.8983131131,1587.6488961513,516.747404844291
"SteCoe_31462",15,78,39,48,108,65
"SteCoe_31463",539,526,143,1078,649,269
"SteCoe_31464",61,119,57,69,119,25
"SteCoe_31465",80,114,32,132,127,84
"SteCoe_31466",0,0,0,0,0,0
"SteCoe_31467",10,9,0,5,16,3
"SteCoe_31469",463.63511659808,777.395683453237,194,641.745348837209,969,233
"SteCoe_3147",35,45,17.5074626865672,88,41,36
"SteCoe_31470",4,5,17.1356848759473,1,15.8030659625957,23
"SteCoe_31471",0,0,0,0,0,0
"SteCoe_31472",501,549,221,645,504,260
"SteCoe_31473",1090,1370,393,1514,1236,542
"SteCoe_31474",50.5977011494253,45.1443298969072,88.7671232876712,60.6464646464647,60.510067114094,70
"SteCoe_31475",177,173,78,322,208,135
"SteCoe_31476",6,26,1,3,17,5
"SteCoe_31477",50.5232940218194,82,50.7827897472682,90.5350621081038,81.6480965112271,50.2938640122603
"SteCoe_31478",22,32,20,28,31,53
"SteCoe_31479",14,23,3,46,54,26
"SteCoe_3148",149,192,90,207,204,190
"SteCoe_31480",1752,2348,817,2728,2730,1299
"SteCoe_31481",976,1295.5056910023,444,1413,1610,736.781584440606
"SteCoe_31482",42,55,22,61,69,26
"SteCoe_31483",1656,1304,452,2649,1901,824
"SteCoe_31484",4,7,38,17,18,17
"SteCoe_31486",73,122,101,112,115,274
"SteCoe_31487",22.7260127703142,49.8222584293522,20.6669712501494,40.3959293684521,47.3678583937068,34
"SteCoe_31488",699.580232020867,1020.62398341603,190.323570979827,1056.70717696249,1468.17259252803,366.56624936421
"SteCoe_31489",1399,1800,256,1726,2289,397
"SteCoe_3149",1110,1251,252,1268,1320,432
"SteCoe_31490",931.676569506726,1041.94037940379,514.886029411765,1206.48155737705,1184.4915682968,598
"SteCoe_31491",288,434,160,393,452,213
"SteCoe_31492",515,951,222,768,834,445
"SteCoe_31493",604,885.968271334792,310,591.917701863354,893,483.791821561338
"SteCoe_31494",451,701,216.980482181145,604,821,348
"SteCoe_31495",1829,2242,871,2136,2080,1541
"SteCoe_31496",1198,1499,642,1491,1819,908
"SteCoe_31497",0,0,0,0,0,0
"SteCoe_31498",108,224,43,103,229,53
"SteCoe_31499",553,811,242,905,965,481
"SteCoe_315",19,56,9,54,59,26
"SteCoe_31500",1228,1428,355,1530,1729,425
"SteCoe_31501",1,2,0,0,5,0
"SteCoe_31502",2780,1290,1962,5129,1862,2219
"SteCoe_31503",0,1,2,1,3,0
"SteCoe_31505",268.934579439252,284.623326959847,68.9855072463768,421.091799265606,451.504563233377,229
"SteCoe_31506",0,1,0,0,0,0
"SteCoe_31507",56,70,58,98,97,44
"SteCoe_31508",27,47,25,54,51,38
"SteCoe_31509",30,48.96,34,80,110,31
"SteCoe_31510",2,0,0.340976491317517,0,0,0
"SteCoe_31511",0,0,0,0,0,0
"SteCoe_31512",635.388007980576,641.421594152615,180,789.496421699352,868.137038438559,199.398462583483
"SteCoe_31513",218.33952786882,292.627503189433,42,326.264872166433,371.366231861972,49
"SteCoe_31515",203,262,61,289,309,86
"SteCoe_31516",177,687,87,322,758,141
"SteCoe_31517",316,373,77,545,493,128
"SteCoe_31519",242,349,114,436,333,250
"SteCoe_3152",954,989,301,1020,1087,181
"SteCoe_31521",3795.36959869553,4969.24111014744,1232.84507042254,4786.56470495175,5042.33690882496,1487.92111959288
"SteCoe_31522",10245,15105,8987,12680,13701,14190
"SteCoe_31523",0,0,0,0,0,0
"SteCoe_31524",3502.7844629516,3762,3989.50500053173,3472.4253355298,3869.7299247949,4547.48417105029
"SteCoe_31525",4,8,2,16,13,24
"SteCoe_31526",420,538,173,436,480,375
"SteCoe_31527",73.1992667309457,177,21,138,177,30
"SteCoe_31528",134,209,64,174,230,99
"SteCoe_31529",36,105,60,63,135,121
"SteCoe_3153",985,1923,274,1471,2035,636
"SteCoe_31530",4206,3990,7980,4281,4681,8797
"SteCoe_31531",239,309,71,307,231,134
"SteCoe_31532",239,300,62,235,346,126
"SteCoe_31533",2616,2341,215,2722,2888,324
"SteCoe_31534",12,67,20,28,75,24
"SteCoe_31535",33,115,19,49,96,20
"SteCoe_31537",0,0,0,0,0,0
"SteCoe_31538",0,0,0,0,0,0
"SteCoe_31539",0,0,0,0,0,0
"SteCoe_3154",1338,1921,376,2356,2299,833
"SteCoe_31540",716.236935267089,1033.65302366945,344.687567575953,1078.10549684437,1300.97890925108,328.395099520281
"SteCoe_31541",290,385,211,542,401,301
"SteCoe_31542",4558.9650645776,6554,2285,5467.97520513735,6300.96759330364,2892.98501362398
"SteCoe_31543",139,232,21,122,253,101
"SteCoe_31544",378,659,143,417,507,168
"SteCoe_31545",380,367,124,445,519,154
"SteCoe_31546",843.745913625334,1003.08971438198,415.81613872664,974,1050.1073612719,684
"SteCoe_31547",345.453521126761,569.467159277504,201.18407079646,405.183585313175,653.82225433526,345.336257309942
"SteCoe_31549",122,121,71,110,102,97
"SteCoe_3155",2379,2454,203,2767,3304,636
"SteCoe_31550",0,0,0,0,0,0
"SteCoe_31551",459.11474407729,519.815384260271,167.418798443781,515.975467185516,545.131397173169,252.031507386892
"SteCoe_31552",221,182,74,208,314,78
"SteCoe_31553",1822,1435,710,3192,2467,1651
"SteCoe_31554",1760,2323,836,2667,2662,1315
"SteCoe_31555",241,308,223,416,289,396
"SteCoe_31556",2335.91534391534,2355.61555075594,804.958192090395,4380.60832025118,3487.62244412744,2450.69534050179
"SteCoe_31557",0,0,0,0,0,0
"SteCoe_31558",31,29.7699115044248,16,31.8551724137931,26,6
"SteCoe_31559",346.623304472115,392.542317703767,87.7895311173235,365.708904637708,675.802466770086,124.914492003967
"SteCoe_3156",0,0,0,0,0,0
"SteCoe_31560",124.376695527885,178.457682296233,23.2104688826765,160.291095362292,247.197533229914,15.0855079960325
"SteCoe_31561",237,309,111,227,282,172
"SteCoe_31563",385,425,30,439,285,1
"SteCoe_31565",0,0,0,0,0,0
"SteCoe_31566",38,43,32,21,17,59
"SteCoe_31567",44,42,26,35,52,31
"SteCoe_31569",13,14,10.6930693069307,2.11320754716981,27.6585365853659,3.04777070063694
"SteCoe_3157",13,8,19,9,13,47
"SteCoe_31570",11,16,0,9,39,14
"SteCoe_31571",264,396,233,337,407,337
"SteCoe_31572",853,944,388,1562,1422,769
"SteCoe_31573",0,0,0,0,0,0
"SteCoe_31574",350,522,158,512,472,229
"SteCoe_31575",994.363922782215,1100.04243759665,485.070016949657,1095.39416608234,1130.48059624311,737.767465049781
"SteCoe_31576",327,656,140,627,488,387
"SteCoe_31577",0,0,0,0,0,0
"SteCoe_31578",373,479,95,524,600,212
"SteCoe_31579",954,1455,602,1398,1489,1092
"SteCoe_3158",0,0,0,0,0,0
"SteCoe_31580",107324,135863,27116,117859,126924,37246
"SteCoe_31581",659.257095681278,590.531126969976,124,825.259081682244,624.054240065648,97
"SteCoe_31582",4552,5980,1092,4914,5737,1942
"SteCoe_31583",171,229,39,171,221,80
"SteCoe_31584",1,0,0,0,0,0
"SteCoe_31585",0,0,0,0,0,0
"SteCoe_31587",30,29,2,33,24,7
"SteCoe_31588",22,63,21,37,35,18
"SteCoe_31589",859,1038,424,989,1015,501
"SteCoe_3159",543,449,196,479,434,469
"SteCoe_31590",0,0,0,0,0,0
"SteCoe_31591",0,0,0,0,0,0
"SteCoe_31592",140,138,65,147,157,100
"SteCoe_31593",0,0,0,0,0,0
"SteCoe_31594",0,0,0,0,0,0
"SteCoe_31595",204,284,32,298,437,78
"SteCoe_31596",270.863670906322,252,86,389.526962064559,393.557026460809,47
"SteCoe_31597",1,2,0,0,4,0
"SteCoe_31599",22,29,14,27,36,49
"SteCoe_316",555,876,103,941,1125,127
"SteCoe_3160",22,30,22,25,46,8
"SteCoe_31600",1771.86382919691,2234.40111083213,654.110902445355,1949.13230493197,2191.50347131583,987.339091861853
"SteCoe_31601",976.841259169989,1048.94352490639,159.658766727825,1365.1126228004,1322.69918160418,246.255987200603
"SteCoe_31603",474,565,139,721,779,177
"SteCoe_31604",2698,3278,981,2935,3301,1652
"SteCoe_31605",0,0,0,1,0,0
"SteCoe_31606",103,171,37,143,171,150
"SteCoe_31608",343,395,150,520,478,239
"SteCoe_31609",0,0,0,3,0,0
"SteCoe_3161",0,0,0,0,0,0
"SteCoe_31610",125,121,69,205,163,194
"SteCoe_31611",257,320,151,379,408,382
"SteCoe_31612",117,156,83,192,157,207
"SteCoe_31613",22.4036200299441,23,0,7,32,25
"SteCoe_31614",129,276.766666666667,79,226.812949640288,291,183.74693877551
"SteCoe_31615",205,277,77,217,237,102
"SteCoe_31617",64,104,14,103,98,44
"SteCoe_31618",81,34,21,95,63,21
"SteCoe_31619",28,86,39,56,72,12
"SteCoe_3162",122,166.040176964426,204,289,245,288
"SteCoe_31620",3436.13702623907,4634.9832075181,850.754032258065,3768.83916604616,4455.03900275314,1078.84726109556
"SteCoe_31621",48,78,31,77,50,85
"SteCoe_31622",5496,5976,2349,5839,6015,3822
